"itemid","name","price01","stock01"
"8991","Beist's Blood","1000","1"
"8992","Malatrix's Shard","10000","3"
"8993","Veloz's Needle","50000","19"
"8994","Mender's Log","30000","16"
"9000","Florid Leaf Mold","5500","9"
"9003","Plovid Flesh","1600000","82"
"9002","Plovid Effluvium","30000","43"
"9001","Rockoil","1000","0"
"9004","Macuil Plating","385000","124"
"9005","Macuil Horn","350000","67"
"9006","Defiant Scarf","940000","85"
"9007","Defiant Sweat","900000","71"
"9027","Samantha's Vine","50000","7"
"9028","Heiligtum's Moss","10000","6"
"9029","Douma's Shard","40000","20"
"9030","Uropygid's Needle","100","2"
"9032","Strobe II","50000","2"
"9031","Vedrfolnir's Wing","30000","15"
"9033","Ten. Spring III","20000","0"
"9034","Loudspeaker III","25000","3"
"9035","Tranquilizer II","100000","6"
"9036","Scope II","50000","1"
"9038","Shock Absorber II","80000","2"
"9037","Accelerator III","50000","3"
"9039","Armor Plate III","80000","8"
"9040","Stabilizer III","30000","11"
"9041","Coiler II","100000","4"
"9042","Mana Jammer III","30000","2"
"9043","Stealth Screen II","40000","3"
"9044","Auto-Rep. Kit III","100000","0"
"9045","Mana Tank III","100000","7"
"9046","Tiyanak's Fang","53500","6"
"9047","Immani. Hide","30000","10"
"9048","Muut's Vestment","60000","1"
"9049","Refractive Crystal","30000","29"
"9052","Golden Coil","1000","1"
"9051","Camahueto's Fur","50000","7"
"9053","Platinum Gear","1","0"
"9054","Voso's Hide","30000","9"
"9055","Mephitas's Claw","20000","7"
"9056","Coca's Wing","10000","1"
"9057","Ayapec's Shell","90000","59"
"9059","Azrael's Eye","40000","20"
"9058","Specter's Ore","10000","0"
"9060","Ethereal Incense","100000","30"
"9061","Hades' Claw","100000","63"
"9063","Tartarian Soul","300000","27"
"9065","Inhibitor II","100000","5"
"9062","Dark Matter","1900000","88"
"9064","Tartarian Chain","90000","132"
"9066","Amplifier","50000","0"
"9067","Repeater","80000","0"
"9070","Resister","30000","0"
"9069","Dynamo II","90000","9"
"9068","Barrier Module","40000","4"
"9071","Resister II","100000","9"
"9072","Arcanic Cell","20000","0"
"9073","Arcanic Cell II","20000","1"
"9074","Regulator","100000","7"
"9075","Vulcanite Ore","5000","4"
"9076","Gravewood Log","251000","115"
"9077","Duskcrawler","90000","28"
"9078","Ashweed","30000","60"
"9083","Mandra. Dewdrop","47500","27"
"9082","Bee Pollen","60000","53"
"9084","Eschalixir","100","5"
"9085","Eschalixir +1","2000","6"
"9086","Eschalixir +2","50000","30"
"9092","G. Gel's Mucus","40000","0"
"9093","Bakunawa's Ink","40000","20"
"9094","Clawberry's Coat","50000","13"
"9095","Vermillion's Wing","50000","29"
"9096","V. Cluster's Ash","10000","2"
"9097","Mhuufya's Beak","60000","5"
"9098","G. Grenade's Ash","30000","3"
"9103","Vidmapire's Claw","120000","13"
"9104","Centurio's Armor","50000","39"
"9131","Ten. Spring IV","100000","0"
"9133","Loudspeaker IV","100000","5"
"9132","Heat Capacitor II","100000","0"
"9130","Eschite Ore","1000000","38"
"9134","Tranquilizer III","50000","8"
"9135","Amplifier II","100000","5"
"9136","Accelerator IV","100000","8"
"9138","Armor Plate IV","100000","0"
"9137","Scope III","100000","6"
"9139","Shock Absorber III","100000","9"
"9140","Stabilizer IV","80000","0"
"9141","Dynamo III","100000","2"
"9142","Mana Jammer IV","100000","2"
"9143","Auto-Rep. Kit IV","100000","0"
"9144","Mana Tank IV","100000","1"
"9145","Ocl. Gearbox","10000","0"
"9146","Ashen Crayfish","90000","49"
"9147","Porxie Wing","5000","5"
"9150","Tolba's Shell","110000","27"
"9149","Hidhaegg's Scale","80000","25"
"9151","Sovereign's Hide","50000","40"
"9172","Porxie Fletchings","10000","0"
"9195","Dried Bonito","9100","1"
"9193","Miso","888","0"
"9194","Soy Sauce","2159863","1"
"9196","Ramen Noodles","1000","1"
"9197","Soy Ramen Soup","50000","2"
"9198","Miso Ramen Soup","10000","7"
"9200","Wasabi","10000","2"
"9199","Salt Ramen Soup","20000","0"
"9201","Bamboo Shoots","70000","2"
"9203","Tumult's Blood","80000","23"
"9204","Thu'ban's Scale","10000","8"
"9205","Sarama's Hide","30000","19"
"9206","Shedu's Mane","10000","22"
"9207","Glazemane's Fang","10000","13"
"9208","Celine's Vine","10000","8"
"9209","Bambrox's Shawl","501","0"
"9210","Pellucid Stone","1000","7"
"9211","Fern Stone","6000","4"
"9212","Taupe Stone","2000","0"
"9214","Void Crystal","10000","31"
"9215","Void Grass","30000","47"
"9216","Voidsnapper","30000","54"
"9229","Speedloader","50000","11"
"9230","Speedloader II","100000","4"
"9232","Tropical Cactus","40000","1"
"9233","Mana Channeler II","85000","3"
"9234","Optic Fiber II","400000","5"
"9245","Cypress Log","1200000","16"
"9246","Cypress Lumber","1250000","43"
"9247","Niobium Ore","1200000","13"
"9248","Niobium Ingot","4900000","6"
"9253","S. Faulpie Leather","1200000","21"
"9252","Khoma Cloth","3575000","9"
"9249","Ruthenium Ore","1200000","24"
"9251","Khoma Thread","1200000","15"
"9254","Faulpie Leather","1350000","17"
"9250","Ruthenium Ingot","4800000","11"
"9257","Azure Leaf","1200000","14"
"9255","Cyan Coral","1200000","11"
"9259","Pagodite","5000","1"
"9258","Azure Cermet","1200000","13"
"9256","Cyan Orb","250000","34"
"9280","Damage Gauge II","100000","0"
"9524","Lique. Sphere","10000","0"
"9525","Indur. Sphere","10000","2"
"9526","Deton. Sphere","10000","1"
"9527","Sciss. Sphere","10000","1"
"9528","Impac. Sphere","10000","0"
"9529","Rever. Sphere","20000","2"
"9530","Trans. Sphere","50000","0"
"9531","Compr. Sphere","30000","1"
"9532","Fusion Sphere","100000","1"
"9533","Disto. Sphere","100000","0"
"9534","Fragm. Sphere","100000","1"
"9535","Gravi. Sphere","97500","0"
"9536","Light Sphere","200000","2"
"9537","Darkn. Sphere","200000","1"
"9538","Rusted I. Card","10000","16"
"9539","Beastmen's Medal","1700000","165"
"9540","Black. I. Card","11000","1"
"9541","Kindred's Medal","1970000","136"
"9542","Old I. Card","30000","0"
"9543","Demon's Medal","3910000","54"
"9544","Headshard: WAR","4800000","14"
"9545","Headshard: MNK","4500000","18"
"9546","Headshard: WHM","700000","5"
"9547","Headshard: BLM","2400000","38"
"9548","Headshard: RDM","5500000","12"
"9549","Headshard: THF","2805000","6"
"9550","Headshard: PLD","550000","1"
"9551","Headshard: DRK","1000000","30"
"9552","Headshard: BST","90000","23"
"9553","Headshard: BRD","3200000","24"
"9554","Headshard: RNG","5400000","29"
"9555","Headshard: SAM","1200000","45"
"9556","Headshard: NIN","975000","22"
"9557","Headshard: DRG","1500000","15"
"9558","Headshard: SMN","3000000","38"
"9559","Headshard: BLU","2000000","45"
"9560","Headshard: COR","4505000","17"
"9562","Headshard: DNC","250000","29"
"9561","Headshard: PUP","780000","19"
"9563","Headshard: SCH","4800000","7"
"9564","Headshard: GEO","2500000","36"
"9565","Headshard: RUN","5300000","17"
"9566","Voidhead: WAR","2000000","41"
"9567","Voidhead: MNK","1500000","10"
"9568","Voidhead: WHM","90000","1"
"9569","Voidhead: BLM","750000","12"
"9570","Voidhead: RDM","5300000","11"
"9571","Voidhead: THF","400000","6"
"9572","Voidhead: PLD","100000","13"
"9573","Voidhead: DRK","300000","20"
"9574","Voidhead: BST","10000","2"
"9575","Voidhead: BRD","700000","28"
"9576","Voidhead: RNG","3000000","14"
"9577","Voidhead: SAM","300000","31"
"9578","Voidhead: NIN","220000","21"
"9579","Voidhead: DRG","200000","3"
"9580","Voidhead: SMN","150000","10"
"9581","Voidhead: BLU","500000","29"
"9582","Voidhead: COR","3055000","16"
"9583","Voidhead: PUP","450000","17"
"9584","Voidhead: DNC","100000","18"
"9585","Voidhead: SCH","2300000","14"
"9586","Voidhead: GEO","1150000","39"
"9587","Voidhead: RUN","4900000","7"
"9588","Torsoshard: WAR","10000","22"
"9589","Torsoshard: MNK","90000","10"
"9590","Torsoshard: WHM","100000","19"
"9591","Torsoshard: BLM","30000","4"
"9592","Torsoshard: RDM","500000","20"
"9593","Torsoshard: THF","500000","37"
"9594","Torsoshard: PLD","80000","14"
"9595","Torsoshard: DRK","30000","26"
"9596","Torsoshard: BST","10000","10"
"9597","Torsoshard: BRD","150000","12"
"9598","Torsoshard: RNG","50000","20"
"9599","Torsoshard: SAM","2500000","39"
"9600","Torsoshard: NIN","50000","19"
"9601","Torsoshard: DRG","275000","25"
"9602","Torsoshard: SMN","150000","15"
"9603","Torsoshard: BLU","80000","18"
"9604","Torsoshard: COR","900000","16"
"9605","Torsoshard: PUP","500000","26"
"9606","Torsoshard: DNC","50000","11"
"9608","Torsoshard: GEO","190000","28"
"9607","Torsoshard: SCH","415000","15"
"9609","Torsoshard: RUN","950000","25"
"9610","Voidtorso: WAR","10000","20"
"9611","Voidtorso: MNK","30000","19"
"9612","Voidtorso: WHM","20000","25"
"9614","Voidtorso: RDM","90000","21"
"9613","Voidtorso: BLM","10000","15"
"9615","Voidtorso: THF","10000","21"
"9616","Voidtorso: PLD","10000","23"
"9617","Voidtorso: DRK","20000","27"
"9618","Voidtorso: BST","10000","18"
"9619","Voidtorso: BRD","20000","3"
"9620","Voidtorso: RNG","10000","14"
"9621","Voidtorso: SAM","300000","56"
"9622","Voidtorso: NIN","20000","24"
"9623","Voidtorso: DRG","10000","16"
"9624","Voidtorso: SMN","20000","2"
"9626","Voidtorso: COR","250000","55"
"9627","Voidtorso: PUP","40000","27"
"9628","Voidtorso: DNC","10000","6"
"9625","Voidtorso: BLU","10000","31"
"9629","Voidtorso: SCH","50000","14"
"9630","Voidtorso: GEO","10000","41"
"9631","Voidtorso: RUN","90000","27"
"9632","Handshard: WAR","200000","18"
"9633","Handshard: MNK","2000000","20"
"9634","Handshard: WHM","190000","10"
"9635","Handshard: BLM","3900000","17"
"9636","Handshard: RDM","5000000","9"
"9637","Handshard: THF","5700000","0"
"9638","Handshard: PLD","3300000","32"
"9639","Handshard: DRK","1700000","33"
"9640","Handshard: BST","100000","10"
"9641","Handshard: BRD","3255000","16"
"9642","Handshard: RNG","400000","31"
"9643","Handshard: SAM","5700000","23"
"9644","Handshard: NIN","60000","32"
"9645","Handshard: DRG","5000000","2"
"9646","Handshard: SMN","900000","11"
"9647","Handshard: BLU","1000000","27"
"9648","Handshard: COR","4300000","2"
"9649","Handshard: PUP","450000","13"
"9650","Handshard: DNC","200000","21"
"9651","Handshard: SCH","500000","4"
"9652","Handshard: GEO","3000000","8"
"9653","Handshard: RUN","1300000","21"
"9654","Voidhand: WAR","30000","11"
"9655","Voidhand: MNK","465000","19"
"9656","Voidhand: WHM","80000","7"
"9658","Voidhand: RDM","3000000","18"
"9657","Voidhand: BLM","2400000","6"
"9659","Voidhand: THF","5900000","2"
"9660","Voidhand: PLD","180000","11"
"9661","Voidhand: DRK","290000","24"
"9662","Voidhand: BST","50000","20"
"9663","Voidhand: BRD","875000","20"
"9664","Voidhand: RNG","70000","19"
"9665","Voidhand: SAM","1800000","45"
"9666","Voidhand: NIN","10000","17"
"9667","Voidhand: DRG","2400000","24"
"9668","Voidhand: SMN","400000","31"
"9669","Voidhand: BLU","50000","13"
"9670","Voidhand: COR","1800000","29"
"9671","Voidhand: PUP","95000","18"
"9672","Voidhand: DNC","30000","18"
"9673","Voidhand: SCH","100000","18"
"9674","Voidhand: GEO","1300000","32"
"9675","Voidhand: RUN","100000","11"
"9676","Legshard: WAR","600000","20"
"9677","Legshard: MNK","5800000","13"
"9678","Legshard: WHM","3900000","19"
"9679","Legshard: BLM","4000000","7"
"9680","Legshard: RDM","3500000","13"
"9682","Legshard: PLD","230000","6"
"9681","Legshard: THF","4700000","5"
"9683","Legshard: DRK","3150000","50"
"9684","Legshard: BST","20000","9"
"9685","Legshard: BRD","2000000","37"
"9686","Legshard: RNG","5000000","31"
"9687","Legshard: SAM","300000","33"
"9688","Legshard: NIN","5000000","16"
"9689","Legshard: DRG","3200000","9"
"9690","Legshard: SMN","700000","34"
"9691","Legshard: BLU","4805000","4"
"9692","Legshard: COR","1000000","11"
"9693","Legshard: PUP","100000","29"
"9694","Legshard: DNC","800000","33"
"9695","Legshard: SCH","1800000","10"
"9696","Legshard: GEO","5800050","28"
"9697","Legshard: RUN","3600000","22"
"9698","Voidleg: WAR","50000","6"
"9700","Voidleg: WHM","800000","5"
"9699","Voidleg: MNK","2500000","9"
"9701","Voidleg: BLM","700000","17"
"9702","Voidleg: RDM","800000","22"
"9703","Voidleg: THF","1900000","14"
"9704","Voidleg: PLD","90000","13"
"9706","Voidleg: BST","61000","32"
"9705","Voidleg: DRK","800000","36"
"9707","Voidleg: BRD","700000","34"
"9708","Voidleg: RNG","4600000","17"
"9709","Voidleg: SAM","95000","24"
"9710","Voidleg: NIN","200000","13"
"9712","Voidleg: SMN","200000","26"
"9711","Voidleg: DRG","1000000","15"
"9713","Voidleg: BLU","3800000","16"
"9714","Voidleg: COR","200000","24"
"9715","Voidleg: PUP","40000","20"
"9716","Voidleg: DNC","200000","27"
"9717","Voidleg: SCH","700000","25"
"9718","Voidleg: GEO","1300000","26"
"9720","Footshard: WAR","370000","12"
"9721","Footshard: MNK","500000","22"
"9719","Voidleg: RUN","2200000","36"
"9722","Footshard: WHM","150000","18"
"9723","Footshard: BLM","1810000","20"
"9724","Footshard: RDM","5905000","21"
"9726","Footshard: PLD","360000","27"
"9725","Footshard: THF","4800000","13"
"9727","Footshard: DRK","50000","4"
"9728","Footshard: BST","30000","13"
"9729","Footshard: BRD","2000000","9"
"9730","Footshard: RNG","800000","54"
"9731","Footshard: SAM","300000","29"
"9732","Footshard: NIN","1000000","24"
"9734","Footshard: SMN","290000","7"
"9733","Footshard: DRG","300000","18"
"9735","Footshard: BLU","500000","25"
"9736","Footshard: COR","5589999","46"
"9738","Footshard: DNC","165500","17"
"9737","Footshard: PUP","30000","5"
"9739","Footshard: SCH","400000","1"
"9740","Footshard: GEO","4700000","4"
"9741","Footshard: RUN","800000","4"
"9742","Voidfoot: WAR","90000","22"
"9743","Voidfoot: MNK","100000","8"
"9744","Voidfoot: WHM","20000","2"
"9745","Voidfoot: BLM","900000","13"
"9746","Voidfoot: RDM","3910000","19"
"9747","Voidfoot: THF","2000000","3"
"9748","Voidfoot: PLD","50000","16"
"9749","Voidfoot: DRK","20000","21"
"9751","Voidfoot: BRD","800000","20"
"9750","Voidfoot: BST","10000","11"
"9752","Voidfoot: RNG","80000","18"
"9753","Voidfoot: SAM","100000","6"
"9754","Voidfoot: NIN","260000","17"
"9755","Voidfoot: DRG","30000","8"
"9756","Voidfoot: SMN","30000","14"
"9757","Voidfoot: BLU","100000","10"
"9758","Voidfoot: COR","4100000","20"
"9759","Voidfoot: PUP","20000","22"
"9760","Voidfoot: DNC","40000","12"
"9762","Voidfoot: GEO","2000000","10"
"9761","Voidfoot: SCH","170000","2"
"9763","Voidfoot: RUN","60000","7"
"9773","Moldy Bolt","100000","5"
"9774","Orc Offering","700000","2"
"9776","Yagudo Offering","1000000","8"
"9775","Quadav Offering","600000","14"
"9777","Goblin Offering","600000","27"
"9831","Moldy Dagger","3000000","1"
"9830","Moldy Weapon","1000000","2"
"9832","Moldy Sword","2160000","3"
"9833","Moldy G. Sword","300000","6"
"9834","Moldy Axe","300000","1"
"9835","Moldy Great Axe","1500000","3"
"9836","Moldy Polearm","100000","4"
"9838","Moldy Katana","100000","1"
"9837","Moldy Scythe","300000","2"
"9840","Moldy Club","2000000","0"
"9839","Moldy G. Katana","100000","2"
"9841","Moldy Staff","2000000","5"
"9843","Moldy Crossbow","150000","4"
"9844","Ratnaraj","2000000","9"
"9845","Relic Adaman","2000000","9"
"9846","Ruby Crystal","1800000","1"
"9847","Sapphire Crystal","2000000","1"
"9848","Seedstone Crystal","2000000","0"
"9849","Iolite Crystal","2000000","4"
"9850","Pyrope Crystal","1900000","12"
"9852","Diamond Crystal","2000000","0"
"9851","Peridot Crystal","1800000","2"
"9853","Obsidian Crystal","1700000","2"
"9854","Topaz Crystal","1000000","6"
"9855","Alexandrite Crystal","1900000","14"
"9856","Malachite Crystal","1800000","2"
"9857","Amber Crystal","2000000","1"
"9858","Tanzanite Crystal","2000000","2"
"9859","Andalusite Crystal","1700000","9"
"9860","Rutile Crystal","1500000","9"
"9861","Lapis Lazuli Crystal","2000000","7"
"9862","Jadeite Crystal","2000000","13"
"9863","Sardonyx Crystal","1500000","15"
"9864","Sunstone Crystal","1500000","7"
"9865","Moonstone Crystal","2000000","6"
"9866","Emerald Crystal","2300000","22"
"9867","Apatite Crystal","1450000","24"
"9868","Moldy Nodowa","2000000","3"
"9869","Moldy Stole","2000000","5"
"9872","Moldy Torque","2000000","14"
"9871","Moldy Gorget","1800000","8"
"9870","Moldy Necklace","1900000","4"
"9873","Moldy Collar","1500000","15"
"9874","Moldy Charm","2000000","7"
"9876","M. Astral Detritus","2905500","58"
"9877","Heroism Crystal","54999","39"
"9875","S. Astral Detritus","300000","29"
"9878","Heroism Aggregate","500000","48"
"9880","Ten. Spring V","100000","2"
"9881","Loudspeaker V","100000","1"
"9882","Tranquilizer IV","100000","2"
"9883","Stabilizer V","100000","8"
"9884","Scope IV","90000","7"
"9885","Magniplug","40000","0"
"9886","Magniplug II","200000","2"
"9887","Arcanoclutch","80000","2"
"9888","Arcanoclutch II","90000","0"
"9889","Truesights","200000","3"
"9893","Wyrm Ash","8500000","132"
"10453","Praeco Doublet","90000","4"
"10454","Asura Samue","200000","8"
"10455","Asura Samue +1","2050000","0"
"10456","Avant Mail","20000","3"
"10459","Kacura Harness +1","1300000","0"
"10457","Avant Mail +1","100000","0"
"10458","Kacura Harness","60000","2"
"10460","Sweven Coat","100000","4"
"10504","Iuvenalis Mittens","20000","4"
"10503","Brego Gloves","20000","0"
"10506","Avant Gauntlets","20000","2"
"10508","Kacura Mittens","10000","3"
"10507","Avant Gauntlets +1","30000","0"
"10509","Kacura Mittens +1","50000","0"
"10510","Sweven Mitts","70000","5"
"10603","Scopuli Nails","10000","2"
"10604","Avant Leggings","20000","0"
"10605","Avant Leggings +1","950000","0"
"10607","Kacura Leggings +1","50000","0"
"10606","Kacura Leggings","20000","0"
"10608","Sweven Boots","100000","4"
"10751","Valseur's Ring","50000","3"
"10750","Tyrant's Ring","50000","2"
"10752","Prolix Ring","1300000","17"
"10753","Paguroidea Ring","80000","6"
"10762","Angha Ring","10000","2"
"10763","Poeas' Ring","50000","3"
"10764","Sheltered Ring","1200000","13"
"10765","Arvina Ringlet","20000","4"
"10766","Lunette Ring","50000","0"
"10800","Castellan's Shield","30000","1"
"10801","Psychist Shield","20000","1"
"10802","Majorelle Shield","20000","5"
"10803","Weathering Shield","20000","2"
"10804","Thuellaic Ecu","10000","0"
"10814","Corvax Sash","90000","6"
"10816","Glassblower's Belt","44500","3"
"10817","Moepapa Stone","20000","2"
"10819","Flume Belt","5000000","5"
"10820","Bishop's Sash","4250000","15"
"10821","Olympus Sash","3500000","11"
"10822","Harfner's Sash","150000","3"
"10823","Cimmerian Sash","50000","6"
"10824","Casso Sash","900000","9"
"10825","Chiner's Belt","20000","1"
"10826","Witful Belt","730000","18"
"10827","Prosilio Belt","50000","5"
"10828","Windbuffet Belt","155000","4"
"10829","Artful Belt","40000","1"
"10830","Artful Belt +1","5960000","1"
"10864","Ocelo. Headpiece","20000","2"
"10865","Nefer Khat","40000","0"
"10866","Mekira-oto","30000","1"
"10868","Nefer Khat +1","1200000","1"
"10869","Mekira-oto +1","100000","1"
"10867","Oce. Headpiece +1","100000","0"
"10871","Pandinus Beret","30000","2"
"10872","Ruach Crown","10000","1"
"10873","Theia's Hairpin","10000","1"
"10874","Chersos Helm","40000","4"
"10880","Praeco Beret","25000","1"
"10879","Hreysti Helm","25000","3"
"10881","Brego Helm","10000","1"
"10882","Smilodon Mask","50000","4"
"10883","Gallian Helm","10000","2"
"10884","Avant Helm","40000","2"
"10886","Kacura Cap","90000","3"
"10885","Avant Helm +1","865000","0"
"10887","Kacura Cap +1","1000000","0"
"10888","Sweven Corona","196000","5"
"10914","Muzzling Collar","1000","0"
"10915","Muzzling Collar +1","150000","0"
"10916","Pacifying Chain","20000","2"
"10929","Apathy Gorget","20000","3"
"10930","Veisa Collar","40000","5"
"10931","Rancor Collar","30333","4"
"10932","Oneiros Torque","20000","0"
"10934","Justiciar's Torque","40000","0"
"10935","Phrenic Torque","20000","2"
"10936","Wiglen Gorget","100000","2"
"10937","Calcitrant Stole","20000","0"
"10939","Dualism Collar","20000","3"
"10941","Tjukurrpa Medal","40000","1"
"10942","Aife's Medal","30000","5"
"10943","Moepapa Medal","40000","0"
"10945","Waylayer's Scarf","10000","2"
"10946","Coatl Gorget","30000","2"
"10947","Saevus Pendant","20000","1"
"10957","Stoicheion Medal","90000","3"
"10958","Nefarious Collar","50000","0"
"10964","Eloquence Cape","10000","5"
"10965","Eloquence Cape +1","100000","0"
"10966","Aisance Mantle","12500","2"
"10967","Aisance Mantle +1","100000","0"
"10968","Vigilance Mantle","20000","0"
"10969","Vigilance Mantle+1","50000","0"
"10972","Oneiros Cappa","20000","7"
"10973","Oneiros Cape","30000","5"
"10974","Mujin Mantle","10000","0"
"10977","Romanus Cape","40000","2"
"10976","Kaikias' Cape","10000","1"
"10978","Misuuchi Kappa","30000","0"
"10979","Balladeer's Cape","10000","3"
"10980","Mollusca Mantle","20000","3"
"10981","Chela Cape","30000","0"
"10983","Aife's Mantle","40000","4"
"10982","Vimukti Mantle","50000","0"
"10984","Tjukurrpa Mantle","900000","0"
"10985","Moondoe Mantle","20000","3"
"10986","Oretania's Cape","20000","3"
"10987","Meanagh Cape","30000","7"
"10988","Blithe Mantle","50000","2"
"10989","Tempered Cape","20000","0"
"10990","Engulfer Cape","30000","4"
"10991","Rancorous Mantle","30000","4"
"11015","Snow Pearl","30000","0"
"11014","Flame Pearl","60000","1"
"11016","Breeze Pearl","30000","6"
"11017","Soil Pearl","30000","2"
"11018","Thunder Pearl","30000","0"
"11019","Aqua Pearl","50000","1"
"11020","Light Pearl","55000","4"
"11021","Darkness Pearl","20000","0"
"11022","Vulcan's Pearl","3000000","1"
"11024","Auster's Pearl","405000","1"
"11025","Terra's Pearl","1950000","0"
"11027","Neptune's Pearl","800000","0"
"11026","Jupiter's Pearl","300000","0"
"11029","Pluto's Pearl","8000000","0"
"11030","Oneiros Earring","10000","4"
"11031","Oneiros Pearl","10000","2"
"11032","Mujin Stud","20000","1"
"11033","Bruiser's Earring","30000","5"
"11034","Evergreen Earring","80000","0"
"11036","Enchntr. Earring","100000","0"
"11037","Earthcry Earring","420000","0"
"11038","Dragonkin Earring","20000","2"
"11039","Brachyura Earring","400000","6"
"11043","Giant's Earring","30000","1"
"11285","Mrgn. Cotehardie","50000","4"
"11286","Avalon Breastplate","40000","1"
"11287","Antares Harness","130000","0"
"11288","Zahak's Mail","50000","0"
"11289","Ixion Cloak","100000","0"
"11311","Platino Coat","300000","0"
"11310","Argent Coat","50000","5"
"11320","Skeleton Robe","20000","1"
"11338","Aega's Doublet","10000","0"
"11339","Channeling Robe","10000","1"
"11340","Salutary Robe","40000","1"
"11341","Vivacity Coat","30000","3"
"11344","Styrne Byrnie","20000","0"
"11345","Alacer Aketon","30000","2"
"11346","Vela Justaucorps","20000","1"
"11347","Menetrier's Alb","50000","3"
"11348","Salutary Robe +1","150000","0"
"11349","Vivacity Coat +1","100000","0"
"11351","Alacer Aketon +1","500000","0"
"11353","Menetrier's Alb +1","222500","0"
"11365","Karasutengu","365000","2"
"11370","Junkenshi Habaki","10000","0"
"11371","Seikenshi Habaki","50000","0"
"11372","Junrenshi Habaki","10000","0"
"11373","Seirenshi Habaki","80000","0"
"11374","Junhanshi Habaki","20000","0"
"11375","Seihanshi Habaki","199999","0"
"11379","Hermes' Sandals","700000","0"
"11380","Hermes' Sandals +1","5000000","3"
"11390","Llwyd's Clogs","20000","5"
"11391","Emissary Boots","30000","4"
"11407","Mettle Leggings","30000","0"
"11412","Mtt. Leggings +1","130000","0"
"11413","Perle Sollerets","50000","4"
"11414","Aurore Gaiters","100000","8"
"11415","Teal Pigaches","30000","4"
"11418","Poise Shoes","10000","1"
"11419","Lithe Boots","10000","3"
"11421","Missile Boots","10000","2"
"11420","Ruffian Leggings","20000","2"
"11422","Conduit Shoes","20000","4"
"11423","Rager Ledelsens","20000","1"
"11424","Gules Leggings","20000","1"
"11425","Gules Leggings +1","200000","0"
"11427","Versa Sollerets +1","1800000","0"
"11426","Versa Sollerets","70000","0"
"11428","Lore Sabots","60000","5"
"11429","Lore Sabots +1","300000","0"
"11444","Frisky Sabots","2000","1"
"11445","Etamin Gambieras","8950","2"
"11446","Areion's Gamashes","10000","4"
"11447","Alcide's Leggings","30000","1"
"11448","Alcd. Leggings +1","300000","0"
"11449","Nemus Nails","50000","3"
"11450","Nemus Nails +1","100000","0"
"11451","Nebula Pigaches","30000","2"
"11452","Nebula Pgch. +1","310000","0"
"11453","Calmecac Leggings","10000","2"
"11454","Jingang Greaves","40000","1"
"11455","Menhit Leggings","40000","0"
"11456","Ryuga Sune-Ate","40000","2"
"11457","Eurus' Ledelsens","20000","0"
"11459","Savateur's Gaiters","30000","1"
"11462","Gigantes Boots","50000","2"
"11473","Mirror Tiara","10000","1"
"11474","Louhi's Mask","30000","3"
"11492","Risky Patch","100000","2"
"11493","Precision Bandana","20000","1"
"11494","Circe's Hat","30000","0"
"11495","Zeal Cap","400000","9"
"11498","Zeal Cap +1","6000000","3"
"11503","Perle Salade","100000","6"
"11504","Aurore Beret","100000","9"
"11505","Teal Chapeau","20000","0"
"11525","Maestria Mask","10000","0"
"11526","Bersail Cap","20000","3"
"11528","Besieger Mantle","100000","3"
"11527","Hecate's Crown","20000","4"
"11530","Exactitude Mantle","100000","3"
"11532","Accura Cape","30000","4"
"11535","Fowler's Mantle","20000","0"
"11537","Kinesis Mantle","20000","1"
"11539","Exact. Mantle +1","400000","2"
"11540","Accura Cape +1","200000","0"
"11541","Fowler's Mantle +1","200000","0"
"11542","Kinesis Mantle +1","400000","0"
"11543","Hecate's Cape","20000","5"
"11556","Sunbeam Cape","10000","0"
"11557","Fortis Mantle","10000","1"
"11558","Nifty Mantle","20000","3"
"11559","Ultion Mantle","10000","2"
"11560","Pedant Cape","20000","1"
"11562","Sharpeye Mantle","10000","4"
"11561","Salvus Mantle","10000","1"
"11563","Mesmeric Cape","10000","4"
"11564","Tiresias' Cape","20000","5"
"11565","Vellaunus' Mantle","60000","1"
"11566","Vates Cape","10000","1"
"11567","Aenotherus Mantle","14000","1"
"11568","Felicitas Cape","20000","5"
"11569","Fugacity Mantle","30000","2"
"11570","Forban Cape","20000","2"
"11571","Karagoz Mantle","20000","2"
"11572","Vita Cape","20000","3"
"11573","Blur Mantle","7500","2"
"11574","Potentia Cape","10000","4"
"11575","Grapevine Cape","1900000","8"
"11576","Bond Cape","20000","1"
"11578","Tiercel Necklace","30000","9"
"11579","Fylgja Torque","40000","0"
"11581","Ire Torque","20000","3"
"11580","Fylgja Torque +1","1000000","0"
"11582","Ire Torque +1","175000","0"
"11583","Lmg. Medallion","30000","2"
"11584","Lmg. Medallion +1","200000","1"
"11606","Arctier's Torque","10000","5"
"11607","Artemis's Medal","10000","2"
"11608","Barcarolle Medal","30000","4"
"11609","Shifting Necklace","40000","1"
"11610","Lacono Necklace","40000","1"
"11611","Aceso's Choker","30000","0"
"11612","Eidolon Pendant","20000","3"
"11613","Katipo Charm","15000","1"
"11614","Ardor Pendant","30000","1"
"11623","Noetic Torque","15000","1"
"11624","Solon Torque","200000","0"
"11639","Blason Ring","50000","3"
"11640","Bifrost Ring","30000","1"
"11641","Metanoia Ring","5000","1"
"11642","Hoard Ring","10000","5"
"11643","Odium Ring","10000","1"
"11644","Arewe Ring","10000","1"
"11645","Arewe Ring +1","50000","1"
